"Nombre","CodigoBarra","Categoria","FechaCaducidad","Marca","Precio","Stock"
"Tahini 2L","7000000000941","Especias y Condimentos","2028-11-22","Schwartz",20.5,194
"Hígado de Res 100g","7000000000942","Carnes","2026-11-27","Noel",193.41,235
"Papel de Cocina Light","7000000000943","Limpieza del Hogar","2025-02-26","Ajax",48.56,133
"Galletas de Vainilla 100g","7000000000944","Panaderia","2028-10-18","Pan Artesano",44.46,410
"Café Molido 330ml","7000000000945","Bebidas","2027-11-24","Pepsi",45.17,359
"Paleta de Limón 100g","7000000000946","Frutas","2026-08-12","Fresh Del Monte",6.44,345
"Levadura 500ml","7000000000947","Harinas y Reposteria","2028-02-10","Harina Espiga",51.78,244
"Café Molido 250g","7000000000948","Bebidas","2028-03-20","Coca-Cola",25.18,485
"Levadura Mediano","7000000000949","Harinas y Reposteria","2026-02-13","Selecta",19.04,124
"Nata Montada 250g","7000000000950","Lacteos","2026-04-15","Alpura",20.21,128
"Paleta de Mango 330ml","7000000000951","Frutas","2025-11-16","NaturFresh",31.82,62
"Arroz Blanco Extra","7000000000952","Granos y Cereales","2025-01-14","Knorr",39.63,278
"Pan Blanco 330ml","7000000000953","Panaderia","2028-06-25","Pan Artesano",24.4,460
"Vino Tinto 2L","7000000000954","Alcoholicas","2027-10-03","Heineken",57.43,392
"Champiñón 6-pack","7000000000955","Verduras","2026-03-31","Bio Selecto",23.0,66
"Pan Pita Familiar","7000000000956","Panaderia","2027-09-07","El Molino",56.86,17
"Apio 6-pack","7000000000957","Verduras","2028-11-06","Bio Selecto",23.73,235
"Atún en Lata Pequeño","7000000000958","Enlatados","2026-10-09","Herdez",34.12,7
"Papel Higiénico 6-pack","7000000000959","Limpieza del Hogar","2028-04-04","Fabuloso",18.06,186
"Huevo de Codorniz 500g","7000000000960","Huevos","2028-01-29","Gold Kist",26.83,138
"Pimiento Verde 750ml","7000000000961","Verduras","2027-01-20","Verde",7.15,218
"Cebolla en Polvo 330ml","7000000000962","Especias y Condimentos","2027-01-18","Goya",34.9,144
"Papa Light","7000000000963","Verduras","2025-09-26","NaturVerd",29.42,352
"Paprika 2L","7000000000964","Especias y Condimentos","2026-04-28","McCormick",24.44,439
"Hummus Mediano","7000000000965","Verduras","2025-01-20","NaturVerd",6.95,256
"Maíz Enlatado Premium","7000000000966","Enlatados","2026-10-09","Herdez",37.49,154
"Salsa de Soya Light","7000000000967","Especias y Condimentos","2025-04-08","Schwartz",18.94,354
"Aceite Vegetal 250g","7000000000968","Aceites y Grasas","2026-06-05","Patrona",67.65,323
"Lentejas 750ml","7000000000969","Granos y Cereales","2026-06-17","Knorr",21.88,287
"Lomo de Res 330ml","7000000000970","Carnes","2025-02-10","Colonial",100.0,180
"Leche Evaporada 250g","7000000000971","Lacteos","2028-03-27","NaturMilk",48.19,333
"Muslo de Pollo 200ml","7000000000972","Carnes","2026-12-29","Suiza",85.27,262
"Lechuga 500ml","7000000000973","Verduras","2027-02-20","Fresh Market",19.18,238
"Jabón de Barra Familiar","7000000000974","Higiene Personal","2028-07-16","Head & Shoulders",67.05,208
"Queso Suizo 500ml","7000000000975","Lacteos","2025-11-28","Dos Pinos",30.77,161
"Café Instantáneo 2L","7000000000976","Bebidas","2028-05-24","Coca-Cola",53.35,139
"Cerveza Lager 330ml","7000000000977","Alcoholicas","2028-04-17","Santa Rita",108.14,231
"Uva Morada 500g","7000000000978","Frutas","2025-02-17","Chiquita",7.63,121
"Cepillo de Dientes 500ml","7000000000979","Higiene Personal","2026-03-08","Head & Shoulders",29.19,53
"Lentejas Mediano","7000000000980","Granos y Cereales","2028-01-29","Maseca",8.37,395
"Arándano 500ml","7000000000981","Frutas","2025-08-01","NaturFresh",12.71,80
"Arroz Integral 200ml","7000000000982","Granos y Cereales","2026-04-15","Knorr",16.89,146
"Aguacate 1kg","7000000000983","Bebidas","2027-12-15","Del Valle",67.89,15
"Mantequilla 750ml","7000000000984","Lacteos","2027-09-03","Alpura",40.04,446
"Pollo Entero Premium","7000000000985","Carnes","2027-07-01","Colonial",52.97,486
"Limpiapisos 500g","7000000000986","Limpieza del Hogar","2028-04-25","Lysol",57.81,324
"Levadura Familiar","7000000000987","Harinas y Reposteria","2027-12-09","Maizena",38.07,274
"Pollo Entero 500ml","7000000000988","Carnes","2027-06-24","Suiza",82.34,212
"Vinagre de Manzana 200ml","7000000000989","Salsas","2025-01-22","Hellmann's",10.0,418
"Chispas de Chocolate 330ml","7000000000990","Harinas y Reposteria","2026-08-11","Selecta",30.05,5
"Esponja de Cocina Mediano","7000000000991","Limpieza del Hogar","2026-09-06","Ajax",10.73,221
"Hummus Extra","7000000000992","Verduras","2026-04-19","Bio Selecto",24.31,281
"Limón Familiar","7000000000993","Frutas","2028-02-23","Chiquita",19.17,128
"Aceite Vegetal 6-pack","7000000000994","Aceites y Grasas","2026-03-28","La Española",46.3,217
"Suavizante de Ropa Grande","7000000000995","Limpieza del Hogar","2028-06-09","Fabuloso",74.61,351
"Salsa Teriyaki Premium","7000000000996","Especias y Condimentos","2026-07-05","Maggi",19.45,437
"Galletas de Vainilla 1kg","7000000000997","Panaderia","2026-08-17","Marinela",13.74,234
"Detergente en Polvo 2L","7000000000998","Limpieza del Hogar","2028-12-05","Ajax",59.82,97
"Té Negro 1kg","7000000000999","Bebidas","2025-04-12","Tropicana",77.73,12
"Miel de Abeja 200ml","7000000001000","Endulzantes","2026-07-06","Domino",14.5,225
